,teamID,yearID,G,W,L,R,RA,RD,Wpct,PWpct,residuals
2663,COL,2011,162,73,89,735,774,-39,0.4506172839506173,0.47417232144973104,-0.02355503749911375
2664,DET,2011,162,95,67,787,711,76,0.5864197530864198,0.5506040590635529,0.035815694022866884
2665,FLO,2011,162,72,90,625,702,-77,0.4444444444444444,0.44216909338498056,0.0022753510594638593
2666,HOU,2011,162,56,106,615,796,-181,0.345679012345679,0.3737988478426946,-0.028119835497015633
2667,KCA,2011,162,71,91,730,762,-32,0.4382716049382716,0.478562140337517,-0.040290535399245375
2668,LAA,2011,162,86,76,667,633,34,0.5308641975308642,0.5261359685327669,0.004728228998097328
2669,LAN,2011,161,82,79,644,612,32,0.5093167701863354,0.5254611798094466,-0.016144409623111255
2670,MIL,2011,162,96,66,721,638,83,0.5925925925925926,0.5608473543104053,0.03174523828218723
2671,MIN,2011,162,63,99,619,804,-185,0.3888888888888889,0.3721538068546597,0.016735082034229187
2672,NYA,2011,162,97,65,867,657,210,0.5987654320987654,0.6352276357219999,-0.03646220362323449
2673,NYN,2011,162,77,85,718,742,-24,0.47530864197530864,0.483566084600896,-0.008257442625587363
2674,OAK,2011,162,74,88,645,679,-34,0.4567901234567901,0.4743371650480124,-0.01754704159122228
2675,PHI,2011,162,102,60,713,529,184,0.6296296296296297,0.6449664429530201,-0.01533681332339043
2676,PIT,2011,162,72,90,610,712,-102,0.4444444444444444,0.4233007676521312,0.021143676792313215
2677,SDN,2011,162,71,91,593,611,-18,0.4382716049382716,0.48505317461412195,-0.04678156967585034
2678,SEA,2011,162,67,95,556,675,-119,0.41358024691358025,0.40422563389084953,0.009354613022730718
2679,SFN,2011,162,86,76,570,578,-8,0.5308641975308642,0.49303169727944834,0.03783250025141588
2680,SLN,2011,162,90,72,762,692,70,0.5555555555555556,0.5480317279340977,0.007523827621457868
2681,TBA,2011,162,91,71,707,614,93,0.5617283950617284,0.5700540004219674,-0.008325605360238963
2682,TEX,2011,162,96,66,855,677,178,0.5925925925925926,0.6146403846121508,-0.0220477920195582
2683,TOR,2011,162,81,81,743,761,-18,0.5,0.48803362889751317,0.011966371102486828
2684,WAS,2011,161,80,81,624,643,-19,0.4968944099378882,0.4850073179086351,0.011887092029253088
2685,ARI,2012,162,81,81,734,688,46,0.5,0.5323149886374864,-0.032314988637486386
2686,ATL,2012,162,94,68,700,600,100,0.5802469135802469,0.5764705882352941,0.003776325344952869
2687,BAL,2012,162,93,69,712,705,7,0.5740740740740741,0.5049398935624506,0.06913418051162346
2688,BOS,2012,162,69,93,734,806,-72,0.42592592592592593,0.4533487266827781,-0.02742280075685216
2689,CHA,2012,162,85,77,748,676,72,0.5246913580246914,0.5504328663623484,-0.025741508337657093
2690,CHN,2012,162,61,101,613,759,-146,0.3765432098765432,0.3947775384777013,-0.01823432860115809
2691,CIN,2012,162,97,65,669,588,81,0.5987654320987654,0.5641726700323331,0.03459276206643236
2692,CLE,2012,162,68,94,667,845,-178,0.41975308641975306,0.38388439521828194,0.035868691201471126
2693,COL,2012,162,64,98,758,890,-132,0.3950617283950617,0.42041350324585997,-0.02535177485079826
2694,DET,2012,162,88,74,726,670,56,0.5432098765432098,0.540050165167996,0.0031597113752138695
2695,HOU,2012,162,55,107,583,794,-211,0.3395061728395062,0.3502836678432484,-0.010777495003742199
2696,KCA,2012,162,72,90,676,746,-70,0.4444444444444444,0.4508925576126896,-0.006448113168245173
2697,LAA,2012,162,89,73,767,699,68,0.5493827160493827,0.5462851359006027,0.0030975801487800325
2698,LAN,2012,162,86,76,637,597,40,0.5308641975308642,0.5323808874042546,-0.0015166898733903755
2699,MIA,2012,162,69,93,609,724,-115,0.42592592592592593,0.41436578899444393,0.011560136931482001
2700,MIL,2012,162,83,79,776,733,43,0.5123456790123457,0.5284725726547108,-0.01612689364236508
2701,MIN,2012,162,66,96,701,832,-131,0.4074074074074074,0.4151661210265076,-0.007758713619100188
2702,NYA,2012,162,95,67,804,668,136,0.5864197530864198,0.5916093132230195,-0.005189560136599658
2703,NYN,2012,162,74,88,650,709,-59,0.4567901234567901,0.4566673980550833,0.00012272540170682467
2704,OAK,2012,162,94,68,713,614,99,0.5802469135802469,0.5741914351708053,0.00605547840944165
2705,PHI,2012,162,81,81,684,680,4,0.5,0.5029325261003422,-0.0029325261003422254
2706,PIT,2012,162,79,83,651,674,-23,0.4876543209876543,0.4826467382701062,0.0050075827175481424
2707,SDN,2012,162,76,86,651,710,-59,0.4691358024691358,0.4567308365870928,0.012404965882042984
2708,SEA,2012,162,75,87,619,651,-32,0.46296296296296297,0.4748191364649141,-0.011856173501951117
2709,SFN,2012,162,94,68,718,649,69,0.5802469135802469,0.5503472203688382,0.02989969321140873
2710,SLN,2012,162,88,74,765,648,117,0.5432098765432098,0.5822386977193972,-0.039028821176187334
2711,TBA,2012,162,90,72,697,577,120,0.5555555555555556,0.5933632004377469,-0.03780764488219135
2712,TEX,2012,162,93,69,808,707,101,0.5740740740740741,0.5663716814159292,0.007702392658144874
2713,TOR,2012,162,73,89,716,784,-68,0.4506172839506173,0.45475964063187474,-0.004142356681257453
2714,WAS,2012,162,98,64,731,594,137,0.6049382716049383,0.6023025325829551,0.002635739021983219
2715,ARI,2013,162,81,81,685,695,-10,0.5,0.49275400367550537,0.00724599632449463
2716,ATL,2013,162,96,66,688,548,140,0.5925925925925926,0.6118338055549811,-0.019241212962388565
2717,BAL,2013,162,85,77,745,709,36,0.5246913580246914,0.5247441160398069,-5.275801511550604e-05
2718,BOS,2013,162,97,65,853,656,197,0.5987654320987654,0.6283623142722669,-0.029596882173501426
2719,CHA,2013,162,63,99,598,723,-125,0.3888888888888889,0.4062144665711725,-0.0173255776822836
2720,CHN,2013,162,66,96,602,689,-87,0.4074074074074074,0.43291503658354485,-0.02550762917613747
2721,CIN,2013,162,90,72,698,589,109,0.5555555555555556,0.5840899145811479,-0.028534359025592315
2722,CLE,2013,162,92,70,745,662,83,0.5679012345679012,0.5587861898438389,0.009115044724062327
2723,COL,2013,162,74,88,706,760,-54,0.4567901234567901,0.4632149853722366,-0.0064248619154465
2724,DET,2013,162,93,69,796,624,172,0.5740740740740741,0.6193753225831679,-0.04530124850909378
2725,HOU,2013,162,51,111,610,848,-238,0.3148148148148148,0.34099948313972456,-0.026184668324909732
2726,KCA,2013,162,86,76,648,601,47,0.5308641975308642,0.5375768942715768,-0.00671269674071262
2727,LAA,2013,162,78,84,733,737,-4,0.48148148148148145,0.49727893171229237,-0.015797450230810917
2728,LAN,2013,162,92,70,649,582,67,0.5679012345679012,0.554266539461131,0.013634695106770178
2729,MIA,2013,162,62,100,513,646,-133,0.38271604938271603,0.386737400530504,-0.004021351147787955
2730,MIL,2013,162,74,88,640,687,-47,0.4567901234567901,0.46462613816955906,-0.007836014712768957
2731,MIN,2013,162,66,96,614,788,-174,0.4074074074074074,0.3777742148826583,0.029633192524749108
2732,NYA,2013,162,85,77,650,671,-21,0.5246913580246914,0.4841069687341376,0.040584389290553746
2733,NYN,2013,162,74,88,619,684,-65,0.4567901234567901,0.45023894939819065,0.0065511740585994516
2734,OAK,2013,162,96,66,767,625,142,0.5925925925925926,0.6009608607089081,-0.008368268116315525
2735,PHI,2013,162,73,89,610,749,-139,0.4506172839506173,0.39877783862625804,0.051839445324359246
2736,PIT,2013,162,94,68,634,577,57,0.5802469135802469,0.5469644910428162,0.033282422537430745
2737,SDN,2013,162,76,86,618,700,-82,0.4691358024691358,0.4380244149719471,0.03111138749718867
2738,SEA,2013,162,71,91,624,754,-130,0.4382716049382716,0.40649258997882853,0.031779014959443075
2739,SFN,2013,162,76,86,629,691,-62,0.4691358024691358,0.45313369723818664,0.016002105230949137
2740,SLN,2013,162,97,65,783,596,187,0.5987654320987654,0.6331569082055757,-0.03439147610681026
2741,TBA,2013,163,92,71,700,646,54,0.5644171779141104,0.5400544022148843,0.02436277569922607
2742,TEX,2013,163,91,72,730,636,94,0.558282208588957,0.5684897311275064,-0.010207522538549396
2743,TOR,2013,162,74,88,712,756,-44,0.4567901234567901,0.4700541502855871,-0.013264026828797015
2744,WAS,2013,162,86,76,656,626,30,0.5308641975308642,0.5233881286091665,0.0074760689216977205
2745,ARI,2014,162,64,98,615,742,-127,0.3950617283950617,0.4072238150968627,-0.012162086701800967
2746,ATL,2014,162,79,83,573,597,-24,0.4876543209876543,0.47949580715543755,0.008158513832216774
2747,BAL,2014,162,96,66,705,593,112,0.5925925925925926,0.5856489064116492,0.00694368618094332
2748,BOS,2014,162,71,91,634,715,-81,0.4382716049382716,0.4401712256387288,-0.001899620700457183
2749,CHA,2014,162,73,89,660,758,-98,0.4506172839506173,0.431217109301064,0.019400174649553292
2750,CHN,2014,162,73,89,614,707,-93,0.4506172839506173,0.4299459995780326,0.020671284372584697
2751,CIN,2014,162,76,86,595,612,-17,0.4691358024691358,0.48591828639428797,-0.016782483925152192
2752,CLE,2014,162,85,77,669,653,16,0.5246913580246914,0.5121011018684852,0.012590256156206125
2753,COL,2014,162,66,96,755,818,-63,0.4074074074074074,0.4600132833097553,-0.05260587590234794
2754,DET,2014,162,90,72,757,705,52,0.5555555555555556,0.535522776929446,0.020032778626109526
2755,HOU,2014,162,70,92,629,723,-94,0.43209876543209874,0.43080784433289415,0.0012909210992045894
2756,KCA,2014,162,89,73,651,624,27,0.5493827160493827,0.5211669784069151,0.028215737642467653
2757,LAA,2014,162,98,64,773,630,143,0.6049382716049383,0.6008764828861588,0.004061788718779491
2758,LAN,2014,162,94,68,718,617,101,0.5802469135802469,0.5752248628395259,0.00502205074072104
2759,MIA,2014,162,77,85,645,674,-29,0.47530864197530864,0.4780242697641391,-0.0027156277888304436
2760,MIL,2014,162,82,80,650,657,-7,0.5061728395061729,0.49464437703492015,0.01152846247125272
2761,MIN,2014,162,70,92,715,777,-62,0.43209876543209874,0.45851667423050635,-0.026417908798407608
2762,NYA,2014,162,84,78,633,664,-31,0.5185185185185185,0.4761123356523702,0.04240618286614828
2763,NYN,2014,162,79,83,629,618,11,0.4876543209876543,0.5088204844611062,-0.02116616347345185
2764,OAK,2014,162,88,74,729,572,157,0.5432098765432098,0.6189442422477799,-0.07573436570457004
2765,PHI,2014,162,73,89,619,687,-68,0.4506172839506173,0.4480733923497012,0.0025438916009160595
2766,PIT,2014,162,88,74,682,631,51,0.5432098765432098,0.5387838315272476,0.004426045015962221
2767,SDN,2014,162,77,85,535,577,-42,0.47530864197530864,0.46228401980767303,0.013024622167635613
2768,SEA,2014,162,87,75,634,554,80,0.5370370370370371,0.567036079856448,-0.029999042819410904
2769,SFN,2014,162,88,74,665,614,51,0.5432098765432098,0.5398116015092387,0.0033982750339711654
2770,SLN,2014,162,90,72,619,603,16,0.5555555555555556,0.5130910454356763,0.042464510119879284
2771,TBA,2014,162,77,85,612,625,-13,0.47530864197530864,0.48949186388889254,-0.014183221913583899
2772,TEX,2014,162,67,95,637,773,-136,0.41358024691358025,0.40443517280010527,0.009145074113474982
2773,TOR,2014,162,83,79,723,686,37,0.5123456790123457,0.5262416631012005,-0.01389598408885473
2774,WAS,2014,162,96,66,686,555,131,0.5925925925925926,0.6043967475832273,-0.011804154990634697
2775,ARI,2015,162,79,83,720,713,7,0.4876543209876543,0.5048847403846435,-0.01723041939698916
2776,ATL,2015,162,67,95,573,760,-187,0.41358024691358025,0.36242244149375946,0.05115780541982079
2777,BAL,2015,162,81,81,713,693,20,0.5,0.5142218733626133,-0.014221873362613269
2778,BOS,2015,162,78,84,748,753,-5,0.48148148148148145,0.4966689243710459,-0.015187442889564418
2779,CHA,2015,162,76,86,622,701,-79,0.4691358024691358,0.44049938231895114,0.02863642015018464
2780,CHN,2015,162,97,65,689,608,81,0.5987654320987654,0.5622091818305631,0.036556250268202306
2781,CIN,2015,162,64,98,640,754,-114,0.3950617283950617,0.4187642365527197,-0.02370250815765801
2782,CLE,2015,161,81,80,669,640,29,0.5031055900621118,0.5221434479636847,-0.019037857901572974
2783,COL,2015,162,68,94,737,844,-107,0.41975308641975306,0.4326298979295184,-0.012876811509765329
2784,DET,2015,161,74,87,689,803,-114,0.45962732919254656,0.4240359793842059,0.035591349808340667
2785,HOU,2015,162,86,76,729,618,111,0.5308641975308642,0.5818495344139528,-0.050985336883088594
2786,KCA,2015,162,95,67,724,641,83,0.5864197530864198,0.5605818682711321,0.025837884815287704
2787,LAA,2015,162,85,77,661,675,-14,0.5246913580246914,0.48952210866442736,0.035169249360264
2788,LAN,2015,162,92,70,667,595,72,0.5679012345679012,0.5568671972202265,0.011034037347674719
2789,MIA,2015,162,71,91,613,678,-65,0.4382716049382716,0.44977874278983976,-0.01150713785156815
2790,MIL,2015,162,68,94,655,737,-82,0.41975308641975306,0.4412956673256572,-0.021542580905904163
2791,MIN,2015,162,83,79,696,700,-4,0.5123456790123457,0.4971346940115926,0.01521098500075313
2792,NYA,2015,162,87,75,764,698,66,0.5370370370370371,0.5450518255672798,-0.008014788530242734
2793,NYN,2015,162,90,72,683,613,70,0.5555555555555556,0.5538552320072947,0.0017003235482608847
2794,OAK,2015,162,68,94,694,729,-35,0.41975308641975306,0.47541894643743765,-0.05566586001768459
2795,PHI,2015,162,63,99,626,809,-183,0.3888888888888889,0.3745146255054441,0.014374263383444774
2796,PIT,2015,162,98,64,697,596,101,0.6049382716049383,0.5776391902737731,0.02729908133116521
2797,SDN,2015,162,74,88,650,731,-81,0.4567901234567901,0.4415479364296382,0.01524218702715191
2798,SEA,2015,162,76,86,656,726,-70,0.4691358024691358,0.44947838548085883,0.019657416988276943
2799,SFN,2015,162,84,78,696,627,69,0.5185185185185185,0.5520127172965489,-0.03349419877803039
2800,SLN,2015,162,100,62,647,525,122,0.6172839506172839,0.6029796869643377,0.014304263652946236
2801,TBA,2015,162,80,82,644,642,2,0.49382716049382713,0.5015552061918007,-0.0077280456979735845
2802,TEX,2015,162,88,74,751,733,18,0.5432098765432098,0.5121275958194481,0.031082280723761735
2803,TOR,2015,162,93,69,891,670,221,0.5740740740740741,0.6387939628945084,-0.06471988882043433
2804,WAS,2015,162,83,79,703,635,68,0.5123456790123457,0.5506911928899507,-0.038345513877604986
2805,ARI,2016,162,69,93,752,890,-138,0.42592592592592593,0.41654562007772516,0.009380305848200765
2806,ATL,2016,161,68,93,649,779,-130,0.422360248447205,0.4097118600212832,0.012648388425921808
2807,BAL,2016,162,89,73,744,715,29,0.5493827160493827,0.5198687780638096,0.029513937985573113
2808,BOS,2016,162,93,69,878,694,184,0.5740740740740741,0.6154664196978891,-0.041392345623815
2809,CHA,2016,162,78,84,686,715,-29,0.48148148148148145,0.4793093649453414,0.0021721165361400785
2810,CHN,2016,162,103,58,808,556,252,0.639751552795031,0.6786528066528067,-0.03890125385777565
2811,CIN,2016,162,68,94,716,854,-138,0.41975308641975306,0.41277581137094876,0.006977275048804299
2812,CLE,2016,161,94,67,777,676,101,0.5838509316770186,0.5691771039073069,0.014673827769711711
2813,COL,2016,162,75,87,845,860,-15,0.46296296296296297,0.49120302691546996,-0.028240063952507
2814,DET,2016,161,86,75,750,721,29,0.5341614906832298,0.5197068206785107,0.014454670004719117
2815,HOU,2016,162,84,78,724,701,23,0.5185185185185185,0.5161361472345277,0.0023823712839907696
2816,KCA,2016,162,81,81,675,712,-37,0.5,0.4733426902383102,0.026657309761689785
2817,LAA,2016,162,74,88,717,727,-10,0.4567901234567901,0.4930751243504332,-0.036285000893643116
2818,LAN,2016,162,91,71,725,638,87,0.5617283950617284,0.563570784490532,-0.001842389428803548
2819,MIA,2016,161,79,82,655,682,-27,0.4906832298136646,0.47981376705672096,0.010869462756943615
2820,MIL,2016,162,73,89,671,733,-62,0.4506172839506173,0.45592640223588143,-0.005309118285264147
2821,MIN,2016,162,59,103,722,889,-167,0.36419753086419754,0.39743977798193814,-0.0332422471177406
2822,NYA,2016,162,84,78,680,702,-22,0.5185185185185185,0.48408507502062387,0.03443344349789462
2823,NYN,2016,162,87,75,671,617,54,0.5370370370370371,0.5418519008821441,-0.004814863845106987
2824,OAK,2016,162,69,93,653,761,-108,0.42592592592592593,0.4240639264865295,0.0018619994393964112
2825,PHI,2016,162,71,91,610,796,-186,0.4382716049382716,0.3699851647980146,0.06828644014025703
2826,PIT,2016,162,78,83,729,758,-29,0.484472049689441,0.4805050610078616,0.003966988681579409
2827,SDN,2016,162,68,94,686,770,-84,0.41975308641975306,0.44249907851087356,-0.022745992091120493
2828,SEA,2016,162,86,76,768,707,61,0.5308641975308642,0.5412853213762294,-0.010421123845365199
2829,SFN,2016,162,87,75,715,631,84,0.5370370370370371,0.5621650212341074,-0.025127984197070297
2830,SLN,2016,162,86,76,779,712,67,0.5308641975308642,0.5448457287537541,-0.01398153122288992
2831,TBA,2016,162,68,94,672,713,-41,0.41975308641975306,0.4704230311275656,-0.05066994470781255
2832,TEX,2016,162,95,67,765,757,8,0.5864197530864198,0.5052560965712776,0.08116365651514224
2833,TOR,2016,162,89,73,759,666,93,0.5493827160493827,0.5649863627938178,-0.01560364674443504
2834,WAS,2016,162,95,67,763,612,151,0.5864197530864198,0.6085095530216481,-0.022089799935228305
2835,ARI,2017,162,93,69,812,659,153,0.5740740740740741,0.6028977025945822,-0.028823628520508127
2836,ATL,2017,162,72,90,732,821,-89,0.4444444444444444,0.4428791642042707,0.0015652802401737165
2837,BAL,2017,162,75,87,743,841,-98,0.46296296296296297,0.43836722701754105,0.024595735945421915
2838,BOS,2017,162,93,69,785,668,117,0.5740740740740741,0.5800043107951535,-0.005930236721079396
2839,CHA,2017,162,67,95,706,820,-114,0.41358024691358025,0.4257094930459945,-0.012129246132414229
2840,CHN,2017,162,92,70,822,695,127,0.5679012345679012,0.5831351961536503,-0.015233961585749078
2841,CIN,2017,162,68,94,753,869,-116,0.41975308641975306,0.4288472737998896,-0.00909418738013651
2842,CLE,2017,162,102,60,818,564,254,0.6296296296296297,0.6777861064403071,-0.04815647681067747
2843,COL,2017,162,87,75,824,757,67,0.5370370370370371,0.5423022703220782,-0.005265233285041138
2844,DET,2017,162,64,98,735,894,-159,0.3950617283950617,0.40331521410477794,-0.008253485709716235
2845,HOU,2017,162,101,61,896,700,196,0.6234567901234568,0.6209824135839903,0.002474376539466472
2846,KCA,2017,162,80,82,702,791,-89,0.49382716049382713,0.44059956101333503,0.053227599480492105
2847,LAA,2017,162,80,82,710,709,1,0.49382716049382713,0.5007047212849667,-0.0068775607911395475
2848,LAN,2017,162,104,58,770,580,190,0.6419753086419753,0.6380071021198752,0.0039682065221000595
2849,MIA,2017,162,77,85,778,822,-44,0.47530864197530864,0.47252078115924834,0.0027878608160603058
2850,MIL,2017,162,86,76,732,697,35,0.5308641975308642,0.524477968115752,0.006386229415112243
2851,MIN,2017,162,85,77,815,788,27,0.5246913580246914,0.5168386414549371,0.007852716569754281
2852,NYA,2017,162,91,71,858,660,198,0.5617283950617284,0.6282527881040892,-0.0665243930423608
2853,NYN,2017,162,70,92,735,863,-128,0.43209876543209874,0.4204105233176186,0.011688242114480163
2854,OAK,2017,162,75,87,739,826,-87,0.46296296296296297,0.4445802130744377,0.018382749888525285
2855,PHI,2017,162,66,96,690,782,-92,0.4074074074074074,0.4377431906614786,-0.030335783254071214
2856,PIT,2017,162,75,87,668,731,-63,0.46296296296296297,0.45505896990062056,0.007903993062342407
2857,SDN,2017,162,71,91,604,816,-212,0.4382716049382716,0.35395935855441885,0.08431224638385276
2858,SEA,2017,162,78,84,750,772,-22,0.48148148148148145,0.485548354573736,-0.004066873092254564
2859,SFN,2017,162,64,98,639,776,-137,0.3950617283950617,0.40407937876114425,-0.009017650366082541
2860,SLN,2017,162,83,79,761,705,56,0.5123456790123457,0.5381435232765814,-0.025797844264235703
2861,TBA,2017,162,80,82,694,704,-10,0.49382716049382713,0.4928472901564796,0.0009798703373475326
2862,TEX,2017,162,78,84,799,816,-17,0.48148148148148145,0.4894748504320851,-0.007993368950603652
2863,TOR,2017,162,76,86,693,784,-91,0.4691358024691358,0.4386216155739539,0.030514186895181872
2864,WAS,2017,162,97,65,819,672,147,0.5987654320987654,0.5976424361493123,0.0011229959494530872
2865,ARI,2018,162,82,80,693,644,49,0.5061728395061729,0.536600054749521,-0.030427215243348127
2866,ATL,2018,162,90,72,759,657,102,0.5555555555555556,0.571662052335447,-0.0161064967798914
2867,BAL,2018,162,47,115,622,892,-270,0.29012345679012347,0.32716134989869333,-0.037037893108569864
2868,BOS,2018,162,108,54,876,647,229,0.6666666666666666,0.6470368512249312,0.019629815441735476
2869,CHA,2018,162,62,100,656,848,-192,0.38271604938271603,0.37438752783964363,0.008328521543072398
2870,CHN,2018,163,95,68,761,645,116,0.5828220858895705,0.581945764742058,0.000876321147512571
2871,CIN,2018,162,67,95,696,819,-123,0.41358024691358025,0.41934352917345136,-0.005763282259871105
2872,CLE,2018,162,91,71,818,648,170,0.5617283950617284,0.6144231369625024,-0.052694741900773945
2873,COL,2018,163,91,72,780,745,35,0.558282208588957,0.5229387369190107,0.035343471669946336
2874,DET,2018,162,64,98,630,796,-166,0.3950617283950617,0.3851468584670204,0.009914869928041303
2875,HOU,2018,162,103,59,797,534,263,0.6358024691358025,0.6901707474751865,-0.05436827833938396
2876,KCA,2018,162,58,104,638,833,-195,0.35802469135802467,0.36972640478575897,-0.011701713427734295
2877,LAA,2018,162,80,82,721,722,-1,0.49382716049382713,0.4993069996398127,-0.005479839145985543
2878,LAN,2018,163,92,71,804,610,194,0.5644171779141104,0.6346645511705266,-0.07024737325641617
2879,MIA,2018,161,63,98,589,809,-220,0.391304347826087,0.34643529771260695,0.044869050113480025
2880,MIL,2018,163,96,67,754,659,95,0.588957055214724,0.5669302959621938,0.02202675925253017
2881,MIN,2018,162,78,84,738,775,-37,0.48148148148148145,0.47555989029651546,0.005921591184965991
2882,NYA,2018,162,100,62,851,669,182,0.6172839506172839,0.6180444492994311,-0.0007604986821472259
2883,NYN,2018,162,77,85,676,707,-31,0.47530864197530864,0.4775962166540381,-0.002287574678729476
2884,OAK,2018,162,97,65,813,674,139,0.5987654320987654,0.592667082120969,0.006098349977796458
2885,PHI,2018,162,80,82,677,728,-51,0.49382716049382713,0.4637488326066742,0.030078327887152922
2886,PIT,2018,161,82,79,692,693,-1,0.5093167701863354,0.4992779787157509,0.010038791470584452
2887,SDN,2018,162,66,96,617,767,-150,0.4074074074074074,0.39287682486083275,0.014530582546574633
2888,SEA,2018,162,89,73,677,711,-34,0.5493827160493827,0.47551901229444415,0.07386370375493856
2889,SFN,2018,162,73,89,603,699,-96,0.4506172839506173,0.42666596261484846,0.023951321335768827
2890,SLN,2018,162,88,74,759,691,68,0.5432098765432098,0.5467936391023974,-0.0035837625591875755
2891,TBA,2018,162,90,72,716,646,70,0.5555555555555556,0.5512596078161494,0.004295947739406225
2892,TEX,2018,162,67,95,737,848,-111,0.41358024691358025,0.43031024192072553,-0.016729995007145282
2893,TOR,2018,162,73,89,709,832,-123,0.4506172839506173,0.42068700022177496,0.029930283728842322
2894,WAS,2018,162,82,80,771,682,89,0.5061728395061729,0.5610236276207688,-0.05485078811459598
2895,ARI,2019,162,85,77,813,743,70,0.5246913580246914,0.5448962834846639,-0.020204925459972545
2896,ATL,2019,162,97,65,855,743,112,0.5987654320987654,0.5697450030161939,0.02902042908257152
2897,BAL,2019,162,54,108,729,981,-252,0.3333333333333333,0.35576401691790477,-0.022430683584571454
2898,BOS,2019,162,84,78,901,828,73,0.5185185185185185,0.542145807524451,-0.023627289005932472
2899,CHA,2019,161,72,89,708,832,-124,0.4472049689440994,0.41999919563497917,0.027205773309120218
2900,CHN,2019,162,84,78,814,717,97,0.5185185185185185,0.5631039743006837,-0.04458545578216522
2901,CIN,2019,162,75,87,701,711,-10,0.46296296296296297,0.492918202226453,-0.02995523926349003
2902,CLE,2019,162,93,69,769,657,112,0.5740740740740741,0.5780598430122873,-0.00398576893821323
2903,COL,2019,162,71,91,835,958,-123,0.4382716049382716,0.4317212067698294,0.0065503981684422175
2904,DET,2019,161,47,114,582,915,-333,0.2919254658385093,0.28804310391011856,0.003882361928390754
2905,HOU,2019,162,107,55,920,640,280,0.6604938271604939,0.6738853503184713,-0.013391523157977425
2906,KCA,2019,162,59,103,691,869,-178,0.36419753086419754,0.38736388992099896,-0.023166359056801422
2907,LAA,2019,162,72,90,769,868,-99,0.4444444444444444,0.43974389958246113,0.004700544861983291
2908,LAN,2019,162,106,56,886,613,273,0.654320987654321,0.67627469815165,-0.02195371049732897
2909,MIA,2019,162,57,105,615,808,-193,0.35185185185185186,0.3668209048879389,-0.014969053036087032
2910,MIL,2019,162,89,73,769,766,3,0.5493827160493827,0.5019543899290139,0.04742832612036885
2911,MIN,2019,162,101,61,939,754,185,0.6234567901234568,0.6079840743271617,0.015472715796295056
2912,NYA,2019,162,103,59,943,739,204,0.6358024691358025,0.6195259758807834,0.01627649325501912
2913,NYN,2019,162,86,76,791,737,54,0.5308641975308642,0.5352962313384951,-0.0044320338076309085
2914,OAK,2019,162,97,65,845,680,165,0.5987654320987654,0.606944769109803,-0.008179337011037568
2915,PHI,2019,162,81,81,774,794,-20,0.5,0.4872469727826975,0.012753027217302482
2916,PIT,2019,162,69,93,758,911,-153,0.42592592592592593,0.40909230073656894,0.016833625189356993
2917,SDN,2019,162,70,92,682,789,-107,0.43209876543209874,0.42764321079028544,0.004455554641813297
2918,SEA,2019,162,68,94,758,893,-135,0.41975308641975306,0.4187744576764214,0.0009786287433316554
2919,SFN,2019,162,77,85,678,773,-95,0.47530864197530864,0.43480736615989396,0.04050127581541468
2920,SLN,2019,162,91,71,764,662,102,0.5617283950617284,0.5711646476309764,-0.00943625256924796
2921,TBA,2019,162,96,66,769,656,113,0.5925925925925926,0.5788027174397106,0.013789875152881992
2922,TEX,2019,162,78,84,810,878,-68,0.48148148148148145,0.45978090854557585,0.021700572935905604
2923,TOR,2019,162,67,95,726,828,-102,0.41358024691358025,0.4346445005195191,-0.021064253605938832
2924,WAS,2019,162,93,69,873,724,149,0.5740740740740741,0.592494781564248,-0.018420707490173882
2925,ARI,2020,60,25,35,269,295,-26,0.4166666666666667,0.4539984691252682,-0.037331802458601515
2926,ATL,2020,60,35,25,348,288,60,0.5833333333333334,0.5935074100211715,-0.010174076687838096
2927,BAL,2020,60,25,35,274,294,-20,0.4166666666666667,0.4648323344395463,-0.04816566777287962
2928,BOS,2020,60,24,36,292,351,-59,0.4,0.4090087064974936,-0.00900870649749358
2929,CHA,2020,60,35,25,306,246,60,0.5833333333333334,0.6074264362447455,-0.02409310291141209
2930,CHN,2020,60,34,26,265,240,25,0.5666666666666667,0.5493839233326814,0.017282743333985273
2931,CIN,2020,60,31,29,243,243,0,0.5166666666666667,0.5,0.01666666666666672
2932,CLE,2020,60,35,25,248,209,39,0.5833333333333334,0.5847221562009792,-0.0013888228676458558
2933,COL,2020,60,26,34,275,353,-78,0.43333333333333335,0.37768311076041033,0.055650222572923014
2934,DET,2020,58,23,35,249,318,-69,0.39655172413793105,0.38008275862068963,0.01646896551724142
2935,HOU,2020,60,29,31,279,275,4,0.48333333333333334,0.5072198402251965,-0.02388650689186317
2936,KCA,2020,60,26,34,248,272,-24,0.43333333333333335,0.45394426074633915,-0.020610927413005797
2937,LAA,2020,60,26,34,294,321,-27,0.43333333333333335,0.4561820168147057,-0.022848683481372367
2938,LAN,2020,60,43,17,349,213,136,0.7166666666666667,0.7286056110546151,-0.011938944387948403
2939,MIA,2020,60,31,29,263,304,-41,0.5166666666666667,0.4280657239223938,0.08860094274427294
2940,MIL,2020,60,29,31,247,264,-17,0.48333333333333334,0.4667686775563291,0.016564655777004222
2941,MIN,2020,60,36,24,269,215,54,0.6,0.6101985057258024,-0.010198505725802387
2942,NYA,2020,60,33,27,315,270,45,0.55,0.5764705882352941,-0.026470588235294024
